,sentiment,content
2070,surprise,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!
2101,surprise,@torresk hahaha I didn't even notice the name - LICE
2133,surprise,Ugh. Another &quot;what day is it today?&quot; (5 most uttered words last 2 weeks for me) - Missed a 10 yr old birthday &amp; it was even on my iCal.
2186,surprise,alice doesn't know what to wear to the cinema  &lt;3
2200,surprise,??? weekend standby duty??????????????????????????????????????????????????
2209,surprise,"It's Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper"
2221,surprise,Hi ya twitt's..so leaving sat morning here in TX..sad  I guess gotta really find a job now..if anyone in Atlanta needs a great designer..
2271,surprise,@DarkPiano I have my iTunes playing and one of ur songs just came on
2274,surprise,@immuneprotect I was thinking the swine markets are in decline. But since we can't say that anymore...
2281,surprise,"seriously underrated.. 'porridge', the best breakfast in the world... ever. doesn't need to be gloopy, as long as it is made just right"
2282,surprise,@swingsandpretty tip 2 : at the very least make sure the bottle top is on securely and tightly...
2300,surprise,"Pizza arrived but driver didn't have change for a $50, guess thats why they deliver Pizza, too stupid to give change. Still got Pizza"
2318,surprise,@Brittanya69 you are so sexy mama!
2330,surprise,@helga_hansen Darn - I just realised &quot;pull the other one&quot; would have been a *far* better response to your name suggestion
2338,surprise,"Whenever, whever, sarah's in dc all summer  and sure!"
2389,surprise,"I want to become vegetarian, It's going to be so hard!"
2408,surprise,@Bptbtrfly surprisingly i am actually not super tired... would like to just lay in bed for a while though
2423,surprise,@Miss604  okay for your Mom and My Mom too!
2438,surprise,@oOogabriela wat u doin my bad im mixin this song
2466,surprise,awwww it ovber!!!
2470,surprise,"Argh, I can't avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee."
2493,surprise,@Kaat11 yes I am
2497,surprise,oh about you lol sorry my minds always on you
2505,surprise,Got back from helping my sis with stuff for my niece's 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!
2540,surprise,"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally"
2546,surprise,"@Lindsayslifee goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD"
2558,surprise,@musical_musings Good morning!  It is raining here
2559,surprise,@absolutelytrue  #nightshift I'm still working  luckily having fun with it. I can turn the music up when no one else is in the office. yay
2572,surprise,MegaMan 2.5D... wow! Capcom please don't chuck a 'Square-Enix' and put a Cease and Desist order on this project
2578,surprise,still can't believe all of the gig posters in the Little Civic have been taken down!?
2668,surprise,@alyxandracouch what was itt!?
2682,surprise,Just had my hair cut it looks like shit
2690,surprise,@damgedpeople   XDXDXD you crazy little thing why didnï¿½t you get off the train and hug me????
2701,surprise,addict to &quot;long time gone&quot;
2703,surprise,Photo: Thatï¿½s what you call HOPE.  http://tumblr.com/xww1phh33
2711,surprise,Boooo Animal collective is already sold out.  Guess I'll be missing that show
2734,surprise,"@JRulz Hello James, who are you"
2747,surprise,"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing."
2754,surprise,Ugh RUDE!..
2765,surprise,"@CourtneyKitty  awwwwwww, our kitties are the BEST!"
2767,surprise,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack
2803,surprise,@francecino its alright babes &gt;&lt; boo. im gonna leave agaiiiiin
2820,surprise,Why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant
2823,surprise,Happy mother's day to all the mom's! Love you mom
2825,surprise,@NathanFillion awesome
2839,surprise,"@movewithme lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh"
2863,surprise,always excited for a new chapter in my life. just didnt expect it to be so emotional.
2893,surprise,stood for 4 hours in heels. all for looks and to b able to look over tall people.
2906,surprise,Bailey's here.
2923,surprise,Message me to book your piercing appointment now !
2995,surprise,"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van."
3013,surprise,"@stephjacko hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x"
3038,surprise,Awake. And my head hurts. Which probably means last night was a good one
3065,surprise,@theiBlog Haha I like that. You're actually saying thanks to the bots! Never looked at it like that.
3072,surprise,"First surprise birthday ever, best night I've had in a damn long time!"
3075,surprise,@dahveed76 Um your latest tweet sounds like something bad has gone down.
3126,surprise,@CPE24 I was waiting on him to tell me what he want
3166,surprise,@_mmmichelle you're in france?!?! cheri!
3265,surprise,making mother's day gift
3279,surprise,@malbaker86 at the store! Lol I don't have any liquour here
3288,surprise,@phomor someone's horsing about. Btw Hubb feels the same about twitter. He's naming @towerofbabble as the other party
3300,surprise,Loves when hard work pays off. Yay for being nominated for the National Society of Collegiate Scholars!! Wow!!
3313,surprise,@Hatz94Music HAPPY MOTHERS DAY!  Tell ur mom that's she an awesome madre &amp; such a great example to the Archuleta familia!!
3335,surprise,just waking up...ahh i have a headache
3392,surprise,Looking forward to a session at the gym
3403,surprise,@vanwau Ooh really?!! Well you know you're always welcome!!
3430,surprise,Making my boyfriend look different.  He's  cute no matter what. &lt;3
3435,surprise,@cheryltiu yup slowly recovering. it sucks that i can't eat the stuff i'm craving right now. my gums can't take it. how was your trip?
3455,surprise,@Maxsy seriously?? link plzz
3461,surprise,@thebleachworks http://twitpic.com/4f0l0 - So beautiful!! This lake is like a mirror!
3476,surprise,I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML
3479,surprise,"@hollymccaig OH yea, it's a can't miss w/ Justin Timberlake  I have not had the pleasure of removing a tick from Dakota yet.. Not fun!"
3496,surprise,"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,"
3500,surprise,@robertfreedland it IS a universal treat!!
3511,surprise,"Devastated,set alarm for 9.30,forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30,I am a full fool"
3526,surprise,@aussiecynic it's been hectiv runny around after the women but goof  just making them both a surprise now
3541,surprise,"@Kweeenie He's too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR"
3547,surprise,@Wossy What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show
3557,surprise,falling asleep and waking to gun shots arent fun
3560,surprise,"i hate the fact that it is so nice outsidee, and im inside doing revisionn"
3573,surprise,@NahLyssa  hey!! how are you??? you found me
3578,surprise,@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.
3581,surprise,@kyan_onefm on air celebrating? ur mum is there? Not working la. Starbucks alone. My mum is in hometown. So had a delay till next week
3587,surprise,"@aquabh i'm not sure what stracchino is, but it sounds good."
3611,surprise,Why am I completing facebook quizzes at this time of the morning... especially a friday morning
3643,surprise,@kaseyhayes a bee stung your eye? im sorry
3682,surprise,Hella wow .  no doubt .
3695,surprise,@MattBovell I think he meant this pic - I don't know what other one he might have seen! But really - this is as hot as it gets
3714,surprise,@Massawyrm we watched that one day in the middle of playing-- it REALLY doesn't hold up
3715,surprise,@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.
3735,surprise,Cavs do it again!!  Oh yea!
3746,surprise,@Kyra_In_TX I know what you mean.
3818,surprise,"But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller."
3853,surprise,"Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door?"
3873,surprise,Really!
3876,surprise,feeling so dizzy right now
3880,surprise,fuck everything
3897,surprise,"For the record, john mayer is freaking cool."
3915,surprise,@KG4RDF Good luck on final!
3933,surprise,@geemaree Yeah it's a really fascinating paper isn't it? Credit goes to @metaweb20 for the discovery
3950,surprise,@maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?
4029,surprise,for the whole time @haydendavey?
4032,surprise,@jonasbrothers http://twitpic.com/3bnas - Can't wait to actually hear what he's playing  love you Nick x
4084,surprise,"@wonko42 and staff rooms, It will be intersting to see how K12 faces this when every kid has a laptop"
4099,surprise,@DjZeeti haha i just nto 2 lonq aqo qot out dh ashower
4113,surprise,"@KulpreetSingh Good god, no. You can fit very few swear words into 140 characters"
4118,surprise,@dorkchops WOOHOOO very cool see I knew u would get to see her
4126,surprise,Feeling much better  Doing History Research.
4133,surprise,@wilw wtf pogs are back too?
4140,surprise,ahaha im here carlos;;  Wasssup?!
4177,surprise,@MattCundill Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same
4185,surprise,There's a huge bulldyke eyein me
4233,surprise,"@tomricci And how!  It's already been 1 year, it'll be WWDC 2010 before you know it."
4248,surprise,@J_Schools haha funny cause i blame @shiatheninja and @cocotheninja for me not going to bed  its a vicious circle
4256,surprise,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...
4283,surprise,@harora wtf wtf wtf dont share such videos at this time man
4303,surprise,I want a new lappy
4307,surprise,@DSTROYR @RockDaMullet awwww i have no internet right now....  -drummer boi
4360,surprise,"@AskAroundOttawa it's annoying bc my hair products don't have perfume, but smell like the ingredients in them"
4412,surprise,woken up by a bacon and egg sandwich in bed - man I have good housemates
4477,surprise,"@AnnyChih Im sure theres a pamphlet out there somewhere  (Oh, foods pretty good too)"
4484,surprise,C-News wasn't as bad as I expected... could have done better... but today we did a great show...
4527,surprise,"@plynke plus, look at all the orbs! you either have ghosts or you need to clean the mirror"
4533,surprise,@vhcoffee And the first thing you did was get your twit on....
4619,surprise,i messed up my back/hip. it hurts so bad
4647,surprise,Excited! Double Bio today.   I don't have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?
4678,surprise,@tourscotland Enjoy - we know you will
4719,surprise,@NHL10 I was hoping for a better trailer
4773,surprise,@grekwood laze about ! It's. The bank holiday law
4781,surprise,"@AlFerretti Uh, yeah.  Totally.  But then again, I am in real life too, sooooo...."
4789,surprise,"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love"
4821,surprise,@justababy I make that same face when I get home and your mom is watching soaps.
